date,country,conflict_phase,war_month,gdp_billion_usd,gdp_growth_rate_pct,inflation_rate_pct,unemployment_rate_pct,food_price_index,energy_price_index,death_toll_cumulative,civilian_casualties,military_casualties,mortality_rate_per_100k,internally_displaced_m,external_refugees_m,total_displaced_m,explosive_incidents_month,conflict_area_km2,infrastructure_damage_busd,infrastructure_destroy_idx,humanitarian_aid_busd,foreign_military_aid_busd,recovery_score
04-10-2021,Russia,Pre-War,0,154.3571243,4.597166732,5.882127819,4.789177627,101.4989019,106.5969128,0,,,12.4,,,0,0,0,0,,,0,61.36447821
04-10-2021,Ukraine,Pre-War,0,18.23315702,3.535757968,6.794772776,8.910333233,99.82576946,98.46430816,0,0,,7.5,,,0,0,0,0,,0,0,72.1503373
05-10-2021,Russia,Pre-War,0,151.6404648,4.908653102,6.763268082,4.865544064,105.4040278,103.5756318,0,0,,12.4,,,0,,0,0,,0,0,59.30997103
05-10-2021,Ukraine,Pre-War,0,16.27790066,3.688590468,8.816029206,9.391060506,102.708804,106.3648634,0,,,7.5,,,0,0,0,,,,0,76.00054922
06-10-2021,Russia,Pre-War,0,150.0986563,4.861223493,5.707775313,5.216390312,101.3601421,103.9082667,0,,,12.4,,,0,0,0,0,,0,0,63.15290269
06-10-2021,Ukraine,Pre-War,0,14.98288806,3.092485288,8.362205082,10.01219894,99.45836239,99.88658948,0,,,7.5,,,0,0,0,0,,0,0,71.20914408
07-10-2021,Russia,Pre-War,0,153.0972786,4.660108289,6.977035957,4.540187514,100.8097767,103.6678495,0,0,,12.4,,,0,0,0,0,,,0,62.52850953
07-10-2021,Ukraine,Pre-War,0,17.91933218,3.372680362,8.074818797,9.45118889,99.25761394,105.2886129,0,,0,7.5,,0,0,,0,0,,0,0,74.47647446
08-10-2021,Russia,Pre-War,0,148.8242874,4.615305424,5.093263185,4.604977115,99.20929125,109.2514148,0,,,12.4,,,0,0,0,0,,0,0,64.08190835
08-10-2021,Ukraine,Pre-War,0,15.46948318,3.240293379,7.301608826,9.437904623,98.93794945,108.2894019,0,0,,7.5,,,0,0,0,0,,0,0,71.32603929
09-10-2021,Russia,Pre-War,0,153.0606691,4.110952607,6.937448115,4.94942929,99.36769002,99.17978158,0,0,,12.4,,,0,0,0,0,,0,0,60.39560118
09-10-2021,Ukraine,Pre-War,0,15.70568098,3.54495248,7.543052821,9.51314864,102.9116055,103.0629666,0,,0,7.5,,,0,0,0,0,,,0,72.90814234
10-10-2021,Ukraine,Pre-War,0,16.25854446,3.362295889,8.358788363,9.452438692,99.16396188,105.3695072,0,0,,7.5,,,0,0,0,0,,0,0,69.87075575
10-10-2021,Russia,Pre-War,0,150.1272981,4.314110494,4.817910074,4.577280257,104.7843835,101.4651234,0,,0,12.4,,,0,,0,0,,0,0,60.45394058
11-10-2021,Russia,Pre-War,0,153.1588758,4.19412018,6.908758277,4.4538007,100.6760904,106.7536508,0,,0,12.4,,,0,0,0,0,,0,0,62.67496415
11-10-2021,Ukraine,Pre-War,0,17.47338439,2.921487586,7.031871245,9.97742011,102.7534284,108.8566235,0,,,7.5,,0,0,0,0,,,0,0,72.3891106
12-10-2021,Russia,Pre-War,0,149.9538989,5.139287584,6.866399951,4.177085644,99.65241979,108.8301487,0,,,12.4,,,0,0,0,0,,0,0,61.40235982
12-10-2021,Ukraine,Pre-War,0,17.28351124,2.723869374,7.12228508,10.18757338,104.734924,100.3517367,0,,0,7.5,,0,0,0,0,0,,0,0,76.1642335
13-10-2021,Russia,Pre-War,0,149.0468972,3.847705278,5.285123989,4.007585965,101.0244471,100.2133376,0,,,12.4,,,0,0,0,0,,0,0,61.82583055
13-10-2021,Ukraine,Pre-War,0,21.7597491,3.26037806,7.737754832,9.072194565,101.7877464,108.3172951,0,0,,7.5,,0,0,,0,0,,0,0,71.73669695
14-10-2021,Ukraine,Pre-War,0,18.99557662,3.268706001,8.513840988,8.991723231,103.0132131,102.7212041,0,,,7.5,,0,0,0,0,0,,0,0,72.28434413
14-10-2021,Russia,Pre-War,0,149.5564372,4.984684651,5.494877956,4.51575791,99.48809859,106.4417667,0,0,,12.4,,,0,0,0,0,,0,0,60.79018647
15-10-2021,Russia,Pre-War,0,147.9931222,4.33432385,7.133129433,4.731971996,100.684325,106.2331683,0,,0,12.4,,,0,0,0,0,,0,0,62.14667349
15-10-2021,Ukraine,Pre-War,0,19.93753979,3.483589061,8.395181906,9.391295733,102.4836446,104.6321261,0,,0,7.5,,0,0,0,0,0,,0,0,70.83617126
16-10-2021,Russia,Pre-War,0,147.5816026,4.528370842,6.090764832,4.555751289,102.839743,109.075693,0,0,0,12.4,,,0,0,0,0,,0,0,64.89764022
16-10-2021,Ukraine,Pre-War,0,17.36983614,2.879284718,9.173426046,9.651667356,101.8724714,100.236334,0,0,,7.5,,0,0,0,0,0,,0,0,74.35745614
17-10-2021,Russia,Pre-War,0,151.9176326,5.063843147,4.442126021,4.793537342,99.37894274,108.4279021,0,,0,12.4,,,0,,0,0,,0,0,59.52082397
17-10-2021,Ukraine,Pre-War,0,19.21568068,3.550665082,8.573072064,10.19740967,99.94210647,108.8292193,0,,,7.5,,,0,0,0,0,,0,0,72.78781873
18-10-2021,Russia,Pre-War,0,148.9663062,4.809516473,7.113631001,4.533338813,103.6363941,99.56730031,0,0,0,12.4,,,0,,0,0,,0,0,63.38182191
18-10-2021,Ukraine,Pre-War,0,17.11038632,3.069514343,7.963901688,9.222233029,100.7726666,104.4253619,0,,,7.5,,,0,0,0,0,,0,0,72.66983887
19-10-2021,Ukraine,Pre-War,0,20.24955344,2.743705602,8.546569923,9.917076598,104.5746928,104.0146589,0,,0,7.5,,0,0,0,0,0,,0,0,68.39705656
19-10-2021,Russia,Pre-War,0,155.5599272,3.981004323,4.91699626,4.720343024,96.84576029,104.0589044,0,,,12.4,,,0,0,0,0,,0,0,63.79671914
20-10-2021,Russia,Pre-War,0,149.6566527,5.049242438,6.286129093,4.519351792,102.8130883,105.2890082,0,0,0,12.4,,,0,0,0,0,,0,0,60.9696582
20-10-2021,Ukraine,Pre-War,0,17.74696221,3.219726345,9.01436839,9.49268043,98.1555407,108.3700556,0,,,7.5,,,0,0,0,0,,0,0,74.50991753
21-10-2021,Russia,Pre-War,0,148.1943821,4.904632349,6.093464139,4.1143227,102.7601319,99.2647767,0,0,,12.4,,,0,0,0,0,,0,0,61.26864583
21-10-2021,Ukraine,Pre-War,0,19.0085415,3.2607247,9.069575259,9.47532389,101.6129017,103.2490507,0,,,7.5,,,0,0,0,0,,0,0,73.36397977
22-10-2021,Russia,Pre-War,0,147.4312259,5.237939575,6.393156409,4.431275691,98.72593423,101.7127407,0,,,12.4,,,0,0,0,0,,,0,60.89882587
22-10-2021,Ukraine,Pre-War,0,19.01937846,2.592800906,9.200674424,9.90584016,100.0668519,102.485319,0,,,7.5,,0,0,0,0,0,,0,0,67.7637336
23-10-2021,Russia,Pre-War,0,151.0106743,4.763919675,4.480263775,4.461520956,98.23331845,108.6069148,0,0,,12.4,,,0,0,0,0,,0,0,60.4679096
23-10-2021,Ukraine,Pre-War,0,17.0774659,1.873603303,8.268774539,9.418146636,102.9403502,100.6063631,0,,,7.5,,,0,0,0,0,,0,0,71.7617541
24-10-2021,Russia,Pre-War,0,149.2384732,3.865267367,5.865359661,4.679731,98.58448121,108.2364512,0,0,0,12.4,,,0,0,0,0,,0,0,63.06136625
24-10-2021,Ukraine,Pre-War,0,16.67312769,3.01878743,7.748247337,9.538810402,96.23852179,97.68127274,0,0,,7.5,,,0,0,0,0,,0,0,74.23193401
25-10-2021,Russia,Pre-War,0,151.3864352,3.486161364,5.291167802,4.400226186,102.4062804,114.9937219,0,0,,12.4,,,0,,0,0,,0,0,62.21602824
25-10-2021,Ukraine,Pre-War,0,16.18670291,3.478996971,8.530836495,9.192175747,101.7628512,108.9890623,0,0,,7.5,,0,0,0,0,0,,0,0,75.36378009
26-10-2021,Russia,Pre-War,0,152.1307525,4.370977242,7.014866589,4.647423827,98.55355954,110.6985109,0,,,12.4,,,0,0,0,0,,0,0,62.29085443
26-10-2021,Ukraine,Pre-War,0,16.5925792,3.846173286,8.115461177,8.688995586,101.6787116,103.6073704,0,,,7.5,,,0,0,0,0,,0,0,72.85014689
27-10-2021,Ukraine,Pre-War,0,19.64059675,2.524523308,8.556745681,9.34501574,98.95349355,106.1201814,0,,0,7.5,,0,0,0,0,0,,0,0,67.65086574
27-10-2021,Russia,Pre-War,0,149.3213776,4.479331398,6.015679693,4.259270988,102.1578573,106.8401693,0,,,12.4,,,0,0,0,0,,0,0,60.62865016
28-10-2021,Russia,Pre-War,0,150.7824187,4.790890885,5.987021506,4.847050134,101.794794,102.0101774,0,0,,12.4,,,0,0,0,0,,0,0,61.78372202
28-10-2021,Ukraine,Pre-War,0,20.22420124,3.342645042,9.121607461,9.409134427,103.6921996,104.2267831,0,,,7.5,,0,0,,0,,,0,0,75.94317017
29-10-2021,Russia,Pre-War,0,149.7339937,3.839553859,7.714405644,4.359070661,101.3175121,109.6240267,0,0,,12.4,,,0,0,0,0,,0,0,61.42418785
29-10-2021,Ukraine,Pre-War,0,18.49007733,2.865024052,6.765239245,9.978253387,101.2070763,110.7246085,0,,0,7.5,,0,0,0,0,0,,0,0,72.4799275
30-10-2021,Russia,Pre-War,0,146.3194672,5.164083027,5.596561587,4.317652832,97.46922483,111.9637659,0,,0,12.4,,,0,0,0,0,,0,0,61.88069138
30-10-2021,Ukraine,Pre-War,0,14.59666828,2.595137582,8.15024027,9.263847779,101.4067189,107.7269736,0,,,7.5,,,0,,0,0,,,0,74.92500577
31-10-2021,Russia,Pre-War,0,152.1790732,5.682703886,4.849023919,4.432421207,96.24313668,105.7706061,0,,,12.4,,,0,0,0,0,,0,0,62.74706737
31-10-2021,Ukraine,Pre-War,0,20.91086897,2.704490772,8.352047943,9.029556706,101.9144261,103.4264708,0,0,,7.5,,0,0,0,0,0,,0,0,71.4751641
01-11-2021,Russia,Pre-War,0,149.2057693,4.479264111,5.12076862,5.038999561,99.29300904,102.3222523,0,,,12.4,,,0,0,0,0,,0,0,64.21246312
01-11-2021,Ukraine,Pre-War,0,18.40139739,3.128626711,7.724418233,9.275175204,101.6755322,102.8196511,0,,0,7.5,,,0,0,0,,,0,0,76.63351126
02-11-2021,Russia,Pre-War,0,151.6663155,4.184875352,6.691398708,3.687736843,99.56002093,101.3037488,0,,0,12.4,,,0,,0,0,,0,0,62.48175351
02-11-2021,Ukraine,Pre-War,0,16.66861307,3.184508219,8.099428556,9.78081685,102.5538734,105.1219057,0,0,0,7.5,,,0,0,0,0,,,0,71.20549399
03-11-2021,Russia,Pre-War,0,150.0322496,4.571653153,5.587275749,4.222382323,97.48912421,102.2194026,0,0,,12.4,,,0,0,0,0,,0,0,61.52438593
03-11-2021,Ukraine,Pre-War,0,18.93286257,3.260344748,7.136373718,9.799117807,103.2547002,100.4806006,0,,,7.5,,0,0,,0,0,,0,0,71.35232626
04-11-2021,Ukraine,Pre-War,0,18.56950919,2.018355426,8.368659892,9.814519966,100.8378658,111.9783355,0,,,7.5,,0,0,0,0,,,0,0,74.71966712
04-11-2021,Russia,Pre-War,0,149.5012607,3.918478675,5.669260983,4.509718864,103.9245092,103.8381843,0,,,12.4,,,0,,0,0,,0,0,64.86861934
05-11-2021,Ukraine,Pre-War,0,18.6638369,4.467703103,7.177660988,8.986818994,100.2138196,98.72804694,0,0,0,7.5,,,0,0,0,0,,0,0,70.01507546
05-11-2021,Russia,Pre-War,0,148.3848173,4.388263747,5.164130949,5.035176779,104.3629849,101.4645244,0,0,,12.4,,,0,,0,0,,0,0,63.62341114
06-11-2021,Russia,Pre-War,0,148.9876219,4.410242713,6.71538622,4.270103243,100.4709082,106.4630399,0,,,12.4,,,0,,0,0,,0,0,66.12844027
06-11-2021,Ukraine,Pre-War,0,18.31618975,3.409869859,7.843621885,9.589168166,104.3345137,96.50402873,0,,,7.5,,0,0,,0,,,0,0,73.82723252
07-11-2021,Russia,Pre-War,0,145.5648178,3.915911086,5.122499936,4.746619823,102.7443062,106.2961458,0,,,12.4,,,0,,0,0,,0,0,64.40386334
07-11-2021,Ukraine,Pre-War,0,18.01757689,3.028932024,7.787525893,9.705335143,100.1576024,108.9057255,0,,0,7.5,,0,0,0,0,0,,0,0,70.73570172
08-11-2021,Russia,Pre-War,0,149.5995975,5.199613975,7.231313877,4.971719463,100.4357484,109.9228116,0,0,0,12.4,,,0,0,0,0,,0,0,60.2720403
08-11-2021,Ukraine,Pre-War,0,17.74693484,2.544837829,8.556132199,9.387309902,98.39036622,106.7666503,0,,,7.5,,,0,0,0,0,,0,0,70.13253995
09-11-2021,Russia,Pre-War,0,146.0709279,3.759427138,5.998104867,4.336917931,104.9840733,112.3355862,0,,0,12.4,,,0,0,0,0,,0,0,59.00891693
09-11-2021,Ukraine,Pre-War,0,17.9754031,2.913577163,7.651388402,9.63269506,99.49854079,100.3920098,0,0,,7.5,,0,0,0,0,0,,0,0,73.21816594
10-11-2021,Ukraine,Pre-War,0,18.95248071,4.264963875,7.205125597,9.163874624,99.49026761,105.1285726,0,,,7.5,,0,0,,0,,,0,0,69.54845775
10-11-2021,Russia,Pre-War,0,148.8437731,4.370995732,5.49102103,4.330481858,104.742149,101.5964636,0,0,0,12.4,,,0,0,0,0,,0,0,62.18411027
11-11-2021,Russia,Pre-War,0,148.3483345,5.42319796,7.546687798,4.57702524,100.9769698,109.1226392,0,,,12.4,,,0,0,0,0,,0,0,62.81812988
11-11-2021,Ukraine,Pre-War,0,19.33325577,2.325037181,7.635840876,9.095823825,99.20240038,107.2040682,0,0,,7.5,,0,0,,0,0,,0,0,71.53303587
12-11-2021,Russia,Pre-War,0,150.3605898,4.092565926,4.818989965,5.04167233,99.73345459,104.6129596,0,,,12.4,,,0,0,0,0,,0,0,59.5110271
12-11-2021,Ukraine,Pre-War,0,18.89965443,2.646223857,7.568967756,9.283936394,98.74869006,104.8348346,0,0,,7.5,,,0,,0,0,,0,0,70.05099463
13-11-2021,Russia,Pre-War,0,149.2655921,4.643781953,5.068759494,4.39260287,99.28077297,101.4377248,0,,,12.4,,,0,,0,0,,0,0,60.62692249
13-11-2021,Ukraine,Pre-War,0,20.32675211,3.534396161,6.971200235,9.173476629,106.1210059,112.0037038,0,0,,7.5,,,0,0,0,0,,0,0,72.93696297
14-11-2021,Ukraine,Pre-War,0,18.96121719,3.723281646,7.63211259,9.371109506,98.39778147,103.2840771,0,,,7.5,,,0,0,0,0,,0,0,74.92953979
14-11-2021,Russia,Pre-War,0,145.9352925,3.839222107,6.016874198,4.160679829,100.8654451,100.7013558,0,,0,12.4,,,0,0,0,0,,,0,63.75792795
15-11-2021,Russia,Pre-War,0,149.2644309,4.851266657,4.934041322,4.85135029,98.07005051,102.3261804,0,,,12.4,,,0,,0,0,,0,0,67.33381044
15-11-2021,Ukraine,Pre-War,0,18.19431157,3.558340638,8.18567571,9.649664958,100.3157027,105.7803077,0,,0,7.5,,,0,0,0,0,,0,0,74.07495741
16-11-2021,Russia,Pre-War,0,147.8679357,4.474228896,7.529604375,4.849218046,103.6983581,105.0977274,0,,,12.4,,,0,0,0,0,,0,0,65.12051106
16-11-2021,Ukraine,Pre-War,0,14.09679417,2.342279346,9.047555281,9.416933193,99.65655842,99.98335605,0,,,7.5,,0,0,0,0,,,0,0,71.8899666
17-11-2021,Russia,Pre-War,0,151.8917763,5.036810972,5.495323559,4.410639959,102.5380633,102.8904438,0,,,12.4,,,0,0,0,0,,0,0,63.57037016
17-11-2021,Ukraine,Pre-War,0,14.44463808,3.357372825,7.813020754,9.712237313,102.5538634,111.4316602,0,,,7.5,,,0,,0,,,0,0,75.7069073
18-11-2021,Russia,Pre-War,0,149.3818675,4.702411704,5.971922827,4.243820127,103.5809215,105.220797,0,,,12.4,,,0,0,0,0,,0,0,64.2747622
18-11-2021,Ukraine,Pre-War,0,18.79893875,3.155236377,7.098188966,9.152917581,101.6450093,99.54357602,0,0,,7.5,,,0,0,0,0,,0,0,71.9362445
19-11-2021,Russia,Pre-War,0,146.85716,4.033814378,4.171378204,4.265222591,102.532777,103.3444202,0,,,12.4,,,0,0,0,0,,0,0,63.59595051
19-11-2021,Ukraine,Pre-War,0,16.88978154,3.006084841,7.925700399,9.118535444,98.69383134,108.8711779,0,,,7.5,,0,0,0,0,0,,0,0,73.79798432
20-11-2021,Russia,Pre-War,0,153.9062144,4.843478316,7.228848945,4.679261312,99.57739355,105.4684969,0,0,,12.4,,,0,0,0,0,,0,0,65.21123967
20-11-2021,Ukraine,Pre-War,0,13.83851895,3.60290921,7.250563812,9.088376244,103.3598843,107.9275923,0,,,7.5,,0,0,0,0,0,,,0,75.5090374
21-11-2021,Russia,Pre-War,0,150.6858528,5.121734564,5.37649974,4.304433425,100.38208,96.5816688,0,0,,12.4,,,0,0,0,0,,,0,62.10611863
21-11-2021,Ukraine,Pre-War,0,19.73057951,2.76156177,9.341692696,9.06184973,103.3825214,107.7005482,0,,,7.5,,0,0,0,0,0,,0,0,69.5679335
22-11-2021,Ukraine,Pre-War,0,18.32672071,3.657037491,7.241001044,9.818376878,100.1332209,112.0127792,0,0,,7.5,,,0,0,0,0,,0,0,72.26969477
22-11-2021,Russia,Pre-War,0,149.5599639,4.436296564,6.082116423,4.410661153,102.2664506,103.4494807,0,,,12.4,,,0,0,0,0,,0,0,60.04139954
23-11-2021,Russia,Pre-War,0,149.0443203,4.477696734,7.073744105,3.919773676,101.0461613,107.4996144,0,,,12.4,,,0,0,0,0,,0,0,63.18465909
23-11-2021,Ukraine,Pre-War,0,18.19862763,2.804795631,8.412915232,9.304241512,99.7776457,102.8880239,0,,,7.5,,0,0,0,0,0,,0,0,75.70613832
24-11-2021,Russia,Pre-War,0,150.6194536,4.737875996,6.471711385,3.704451581,103.7327788,102.0490532,0,,,12.4,,,0,,0,0,,0,0,61.22901352
24-11-2021,Ukraine,Pre-War,0,13.85724564,3.583870963,7.37996403,9.243651961,100.1938683,106.0889469,0,0,,7.5,,0,0,0,0,0,,0,0,72.88545918
25-11-2021,Russia,Pre-War,0,152.1704445,4.519277584,5.61307309,4.425982673,100.6631606,107.414583,0,,,12.4,,,0,0,0,0,,0,0,61.17073898
25-11-2021,Ukraine,Pre-War,0,16.55139493,3.157222295,7.712833292,9.718931881,99.13799658,105.1721239,0,,,7.5,,0,0,0,0,0,,,0,74.37371582
26-11-2021,Russia,Pre-War,0,149.8362112,4.995595556,6.597955977,4.589362857,101.9003113,104.5825662,0,,,12.4,,,0,,0,0,,,0,63.62656081
26-11-2021,Ukraine,Pre-War,0,16.31229225,2.128163699,8.125458413,9.584369148,103.9791988,99.91855181,0,,,7.5,,0,0,0,0,,,0,0,75.30938753
27-11-2021,Russia,Pre-War,0,148.8172105,5.277599267,5.108374148,3.978238454,103.2134208,95.90151588,0,,,12.4,,,0,0,0,0,,0,0,61.88520507
27-11-2021,Ukraine,Pre-War,0,17.89839842,3.08032497,8.529810386,9.188266649,104.3750961,105.9804571,0,,,7.5,,,0,,0,,,0,0,74.45358809
28-11-2021,Russia,Pre-War,0,148.1337878,4.001534187,6.550564245,4.366917951,99.29235382,102.4272666,0,0,,12.4,,,0,0,0,0,,0,0,58.16530223
28-11-2021,Ukraine,Pre-War,0,15.05774719,3.168138945,7.410376511,9.817017473,102.9336142,107.8766747,0,,,7.5,,,0,0,0,,,0,0,76.63954357
29-11-2021,Russia,Pre-War,0,153.9672673,4.505940217,6.309268984,4.90778928,100.705721,102.3735037,0,0,,12.4,,,0,0,0,0,,,0,62.3659889
29-11-2021,Ukraine,Pre-War,0,16.33145731,2.141163926,8.188913928,9.771488612,100.5483865,110.7457181,0,,0,7.5,,,0,0,0,,,0,0,71.59216735
30-11-2021,Ukraine,Pre-War,0,16.04349012,3.061121502,7.664829244,9.252616397,98.8823997,102.1379481,0,0,0,7.5,,,0,0,0,0,,0,0,75.24299842
30-11-2021,Russia,Pre-War,0,153.9338339,4.480427987,6.999768336,4.183050879,103.1504431,109.1891056,0,,,12.4,,,0,0,0,0,,0,0,60.74816796
01-12-2021,Russia,Pre-War,0,152.0432704,5.218184017,5.15985077,4.208310527,100.0994932,101.9759839,0,,,12.4,,,0,0,0,0,,0,0,60.14356007
01-12-2021,Ukraine,Pre-War,0,20.48685656,3.177669098,6.552585828,9.690598759,100.7646654,103.1781318,0,,,7.5,,,0,,0,0,,0,0,73.48991419
02-12-2021,Russia,Pre-War,0,155.8860967,4.86224553,7.895429841,4.918630225,101.4836041,106.2056283,0,,0,12.4,,,0,0,0,0,,0,0,62.0360945
02-12-2021,Ukraine,Pre-War,0,20.42134911,2.700180003,8.329562399,9.755477314,99.18063912,103.1947885,0,0,,7.5,,,0,0,0,0,,0,0,70.96417702
03-12-2021,Russia,Pre-War,0,148.9942625,5.089432969,7.048929837,4.759220995,101.6122691,104.0757619,0,,,12.4,,,0,0,0,0,,,0,60.48065396
03-12-2021,Ukraine,Pre-War,0,19.32729269,3.529782786,7.555775602,9.811403758,102.5284264,111.9118553,0,,0,7.5,,,0,,0,0,,0,0,72.06130707
04-12-2021,Ukraine,Pre-War,0,18.62825899,2.841958519,8.251470947,9.63174504,102.6663589,110.1311799,0,,0,7.5,,0,0,0,0,0,,0,0,73.15601484
04-12-2021,Russia,Pre-War,0,150.940966,5.48617224,6.37140099,4.682740656,102.1448906,106.5881867,0,,,12.4,,,0,0,0,0,,0,0,61.50205269
05-12-2021,Russia,Pre-War,0,150.7627057,5.182763231,5.495885736,4.672212579,100.7802718,104.2636525,0,,,12.4,,,0,,0,0,,0,0,58.24998523
05-12-2021,Ukraine,Pre-War,0,20.35997706,3.526105578,8.077947288,9.43191726,101.8,114.1551626,0,,,7.5,,0,0,,0,0,,0,0,69.4735266
06-12-2021,Russia,Pre-War,0,149.9601632,4.37605994,5.657345394,4.496860461,98.73165771,109.1167217,0,,,12.4,,,0,0,0,0,,0,0,62.40476674
06-12-2021,Ukraine,Pre-War,0,14.88609783,3.019856911,6.861698474,9.638381625,99.15128533,103.1960239,0,,0,7.5,,,0,0,0,0,,0,0,73.58789878
07-12-2021,Russia,Pre-War,0,150.1823363,4.89410207,4.575499462,4.950820298,102.552457,103.0642662,0,,,12.4,,,0,,0,0,,0,0,59.873291
07-12-2021,Ukraine,Pre-War,0,20.04324953,2.472005094,7.159956168,9.227093063,102.5190001,102.5328986,0,,0,7.5,,,0,,0,0,,0,0,70.30400843
08-12-2021,Russia,Pre-War,0,154.2225927,4.069717298,5.741566105,4.3898289,100.1572864,107.485387,0,,,12.4,,,0,0,0,0,,0,0,61.80931782
08-12-2021,Ukraine,Pre-War,0,21.46064363,1.877207051,8.156322577,10.0755819,100.2934717,104.0980263,0,,,7.5,,,0,,0,0,,0,0,73.59102338
09-12-2021,Ukraine,Pre-War,0,18.00356608,2.470394146,7.599791187,9.345165007,105.2491125,93.90474024,0,,0,7.5,,,0,,0,0,,,0,72.64076056
09-12-2021,Russia,Pre-War,0,149.3243698,4.186289633,6.98308524,4.63832341,101.5012565,108.234284,0,0,0,12.4,,,0,0,0,0,,0,0,60.79475139
10-12-2021,Russia,Pre-War,0,148.6653332,3.379042033,6.16436455,4.267318019,99.39932919,103.004051,0,,,12.4,,,0,0,0,0,,0,0,59.64554717
10-12-2021,Ukraine,Pre-War,0,18.93708032,3.8914528,7.80212769,8.786301188,102.3400993,108.9415988,0,,,7.5,,0,0,0,0,,,0,0,69.82830872
11-12-2021,Russia,Pre-War,0,152.0318744,4.298310127,4.81185107,3.885157654,103.521699,107.4666559,0,0,,12.4,,,0,0,0,0,,0,0,61.13708871
11-12-2021,Ukraine,Pre-War,0,13.75982557,2.631968173,7.751249987,9.682964014,100.9201471,108.1796925,0,,,7.5,,0,0,0,0,0,,0,0,75.69827021
12-12-2021,Russia,Pre-War,0,150.6842121,5.458629574,4.779542634,4.153750985,102.710403,106.0571608,0,,,12.4,,,0,0,0,0,,0,0,58.93463206
12-12-2021,Ukraine,Pre-War,0,15.74281865,3.486221999,8.698229932,9.608901285,97.55784496,103.5663857,0,,,7.5,,,0,0,0,,,0,0,70.55000022
13-12-2021,Russia,Pre-War,0,148.5303782,3.80038587,4.277669187,4.490764049,99.87613977,99.28438157,0,0,,12.4,,,0,0,0,0,,0,0,64.37845292
13-12-2021,Ukraine,Pre-War,0,19.33449029,2.985891061,9.091460995,9.69876081,99.3542882,100.8431193,0,,0,7.5,,,0,,0,0,,,0,74.63596309
14-12-2021,Russia,Pre-War,0,148.3070044,4.803973784,5.395600893,4.469404004,103.8938883,102.3566631,0,,,12.4,,,0,0,0,0,,0,0,61.74224524
14-12-2021,Ukraine,Pre-War,0,16.98181239,3.242679954,7.320716119,9.591699671,99.53749086,101.4093625,0,,0,7.5,,0,0,0,0,0,,0,0,71.72502513
15-12-2021,Russia,Pre-War,0,148.3846989,4.304215011,7.204049631,4.175999217,101.3255932,110.9801212,0,,0,12.4,,,0,0,0,0,,0,0,60.39377833
15-12-2021,Ukraine,Pre-War,0,16.53628538,4.360956074,8.675564698,9.830521359,101.983987,98.57497285,0,0,0,7.5,,0,0,,0,0,,0,0,73.78991594
16-12-2021,Russia,Pre-War,0,151.9306533,4.852168105,7.481632036,4.374665096,98.80477804,103.5534876,0,,,12.4,,,0,,0,0,,0,0,57.86324857
16-12-2021,Ukraine,Pre-War,0,18.17879056,2.778705354,8.006182315,9.783593531,99.89486131,97.50797668,0,0,0,7.5,,0,0,,0,,,0,0,77.08896311
17-12-2021,Ukraine,Pre-War,0,19.28378825,2.48515188,7.612786301,9.498778149,100.9174807,107.9989819,0,0,,7.5,,0,0,0,0,0,,0,0,68.97019753
17-12-2021,Russia,Pre-War,0,152.1671662,4.333269653,7.215961605,3.859260045,102.5195745,101.6418898,0,,,12.4,,,0,,0,0,,0,0,63.78637669
18-12-2021,Russia,Pre-War,0,148.5974209,4.062092588,6.426226567,4.258341995,100.5697724,111.1691065,0,,,12.4,,,0,0,0,0,,,0,61.00025514
18-12-2021,Ukraine,Pre-War,0,19.08606456,2.8830511,7.843125431,9.622905603,99.80601282,110.9720124,0,,,7.5,,,0,0,0,0,,0,0,72.67973972
19-12-2021,Russia,Pre-War,0,150.8897918,4.925359697,6.713490418,4.16601155,99.68592953,108.9782329,0,0,,12.4,,,0,0,0,0,,0,0,65.15175162
19-12-2021,Ukraine,Pre-War,0,17.9044015,2.636612931,7.297906115,9.599815799,98.33370398,104.0106561,0,,,7.5,,,0,0,0,,,0,0,73.66646107
20-12-2021,Russia,Pre-War,0,149.4009699,3.882148489,5.862366913,4.93145076,101.3304801,105.0500875,0,,,12.4,,,0,0,0,0,,0,0,62.74529637
20-12-2021,Ukraine,Pre-War,0,18.33298625,3.771368184,8.194780062,9.378752852,101.0035897,105.4708297,0,0,0,7.5,,,0,0,0,,,0,0,69.65647745
21-12-2021,Ukraine,Pre-War,0,18.63390401,3.405013619,7.420111133,9.516215499,101.2510972,101.1757658,0,,,7.5,,,0,,0,0,,0,0,77.63527358
21-12-2021,Russia,Pre-War,0,151.418822,4.429723257,5.495007091,4.679835206,101.7714217,101.7604396,0,,,12.4,,,0,,0,0,,0,0,62.04377764
22-12-2021,Russia,Pre-War,0,152.9357009,4.484868471,8.07905832,3.982781457,102.3876469,109.6661133,0,,,12.4,,,0,0,0,0,,,0,61.41911704
22-12-2021,Ukraine,Pre-War,0,18.88829034,3.407877243,8.481978749,9.812017367,98.96226009,104.0889161,0,,,7.5,,,0,0,0,0,,,0,71.11996814
23-12-2021,Russia,Pre-War,0,150.2123658,4.181095654,5.95373071,4.838336408,101.2279413,101.8261611,0,,0,12.4,,,0,,0,0,,0,0,59.31902272
23-12-2021,Ukraine,Pre-War,0,17.36034744,3.07215501,6.533035386,9.249920515,99.64022292,101.8161185,0,0,,7.5,,,0,0,0,0,,0,0,73.38377909
